BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
11263,1,19.54,2.89,0,0,11,1.0329754,-18.980734,69,1,1.1,0.9,27.32,0.31,0,0
11264,1,0,0,0,0,11,1.0330493,-18.970036,69,1,1.1,0.9,27.32,0.31,0,0
11265,1,0,0,0,0,11,1.0264423,-16.880639,138,1,1.1,0.9,27.32,0.17,0,0
11266,1,64.54,25.08,0,0,11,1.0260644,-16.912892,138,1,1.1,0.9,27.33,0.18,0,0
11267,1,0,0,0,0,11,1.0276997,-18.796942,138,1,1.1,0.9,27.55,0.14,0,0
11268,1,0,0,0,0,11,1.0309747,-20.510986,69,1,1.1,0.9,27.64,0.21,0,0
11269,1,59.85,19,0,0,11,1.0273817,-18.828467,138,1,1.1,0.9,27.56,0.14,0,0
11270,1,0,0,0,0,11,1.0280444,-18.751041,138,1,1.1,0.9,27.54,0.13,0,0
11271,1,68.19,17.2,0,0,11,1.0168179,-17.714176,138,1,1.1,0.9,27.47,0.23,0,0
11272,1,0,0,0,0,11,1.0289783,-14.878095,345,1,1.1,0.9,27.2,0.11,0,0
11273,1,0,0,0,0,11,1.0226973,-17.043256,138,1,1.1,0.9,27.3,0.18,0,0
11274,1,0,0,0,0,11,1.0268424,-15.557068,13.8,1,1.1,0.9,27.23,0.13,0,0
11275,1,0,0,0,0,11,1.0268424,-15.557068,1,1,1.1,0.9,27.23,0.13,0,0
11276,1,68.07,12.87,0,0,11,1.0286929,-14.91898,345,1,1.1,0.9,27.21,0.11,0,0
11277,1,0,0,0,0,11,1.0298096,-14.766286,345,1,1.1,0.9,27.17,0.1,0,0
11278,1,0,0,0,0,11,1.0289783,-14.878095,345,1,1.1,0.9,27.2,0.11,0,0
11279,1,0,0,0,0,11,1.0320005,-15.549105,138,1,1.1,0.9,27.06,0.16,0,0
11280,1,0,0,0,0,11,1.0494615,-17.720756,69,1,1.1,0.9,26.73,0.21,0,0
11281,1,69.92,43.25,0,0,11,1.0314072,-15.5852,138,1,1.1,0.9,27.06,0.17,0,0
11282,1,0,0,0,0,11,1.0326477,-15.480079,138,1,1.1,0.9,27.05,0.16,0,0
11283,1,0,0,0,0,11,1.0183783,-17.438621,138,1,1.1,0.9,27.41,0.22,0,0
11284,1,69.92,29.12,0,0,11,1.0178845,-17.479196,138,1,1.1,0.9,27.42,0.22,0,0
11285,1,37.59,8.13,0,0,11,1.0262572,-18.577703,69,1,1.1,0.9,27.76,0.34,0,0
11286,1,0,0,0,0,11,1.0361349,-13.875649,138,1,1.1,0.9,26.78,0.15,0,0
11287,1,0,0,0,0,11,1.0378804,-15.732648,69,1,1.1,0.9,26.82,0.27,0,0
11288,1,42.14,8.58,0,0,11,1.0359444,-13.897008,138,1,1.1,0.9,26.78,0.15,0,0
11289,1,0,0,0,0,11,1.0363889,-13.837652,138,1,1.1,0.9,26.77,0.15,0,0
11290,1,0,0,0,0,11,1.0150916,-9.983358,69,1,1.1,0.9,26.92,0.24,0,0
11291,1,23.9,3.89,0,0,11,1.0149958,-9.996939,69,1,1.1,0.9,26.92,0.24,0,0
11292,1,0,0,0,0,11,1.0151803,-9.970355,69,1,1.1,0.9,26.92,0.24,0,0
11293,1,0,0,0,0,11,1.0205937,-12.615307,69,1,1.1,0.9,27.21,0.23,0,0
11294,2,0,0,0,0,11,1.0269015,-11.977617,13.8,1,1.1,0.9,27.18,0.21,0,0
11295,1,0,0,0,0,11,1.0205809,-12.616191,69,1,1.1,0.9,27.21,0.23,0,0
11296,1,0,0,0,0,11,1.0205937,-12.615307,69,1,1.1,0.9,27.21,0.23,0,0
11297,2,0,0,0,0,11,1.0316664,-17.469181,69,1,1.1,0.9,27.33,0.33,0,0
11298,1,0,0,0,0,11,1.0316664,-17.469181,69,1,1.1,0.9,27.33,0.33,0,0
11299,2,0,0,0,0,11,1.0264187,-9.095077,69,1,1.1,0.9,26.27,0.33,0,0
11300,1,0,0,0,0,11,1.0263601,-9.098557,69,1,1.1,0.9,26.27,0.33,0,0
11301,1,0,0,0,0,11,1.0343503,-12.796743,69,1,1.1,0.9,26.75,0.11,0,0
11302,2,0,0,0,0,11,1.0343503,-12.796743,13.8,1,1.1,0.9,26.75,0.11,0,0
11303,2,0,0,0,0,11,1.0342996,-12.004714,13.8,1,1.1,0.9,26.71,0.11,0,0
11304,2,0,0,0,0,11,1.0342744,-12.296311,13.8,1,1.1,0.9,26.73,0.11,0,0
11305,1,0,0,0,0,11,1.0343433,-12.799142,69,1,1.1,0.9,26.75,0.11,0,0
11306,1,0,0,0,0,11,1.0343503,-12.796743,69,1,1.1,0.9,26.75,0.11,0,0
11307,1,0,0,0,0,11,1.0343503,-12.796743,69,1,1.1,0.9,26.75,0.11,0,0
11308,1,0,0,0,0,11,1.010467,-13.766653,69,1,1.1,0.9,27.49,0.36,0,0
11309,2,0,0,0,0,11,1.010467,-13.766653,18,1,1.1,0.9,27.49,0.36,0,0
11310,2,0,0,0,0,11,1.010467,-13.766653,22,1,1.1,0.9,27.49,0.36,0,0
11311,2,0,0,0,0,11,1.010467,-13.766653,18,1,1.1,0.9,27.49,0.36,0,0
11312,1,0,0,0,0,11,1.010467,-13.766653,69,1,1.1,0.9,27.49,0.36,0,0
11313,1,0,0,0,0,11,1.0508375,-10.417136,138,1,1.1,0.9,26.3,0.07,0,0
11314,1,0,0,0,0,11,1.0433021,-13.261487,69,1,1.1,0.9,26.58,0.16,0,0
11315,2,0,0,0,0,11,1.00604,-5.845051,18,1,1.1,0.9,26.14,0.01,0,0
11316,2,0,0,0,0,11,1.006967,-6.353945,13.8,1,1.1,0.9,26.19,0.03,0,0
11317,1,0,0,0,0,11,1.0502613,-10.450381,138,1,1.1,0.9,26.31,0.08,0,0
11318,1,0,0,0,0,11,1.0508375,-10.417136,138,1,1.1,0.9,26.3,0.07,0,0
11319,1,0,0,0,0,11,1.034062,-12.756037,69,1,1.1,0.9,26.77,0.1,0,0
11320,2,0,0,0,0,11,1.058215,-12.191488,13.8,1,1.1,0.9,26.74,0.09,0,0
11321,2,0,0,0,0,11,1.0564109,-12.427314,13.8,1,1.1,0.9,26.75,0.1,0,0
11322,2,0,0,0,0,11,1.0589545,-12.116911,18,1,1.1,0.9,26.73,0.09,0,0
11323,1,0,0,0,0,11,1.0339693,-12.76315,69,1,1.1,0.9,26.77,0.1,0,0
11324,1,0,0,0,0,11,1.0217948,-10.860722,69,1,1.1,0.9,26.73,0.34,0,0
11325,2,0,0,0,0,11,1.0195029,-10.448875,13.8,1,1.1,0.9,26.71,0.33,0,0
11326,2,0,0,0,0,11,1.0195029,-10.448875,13.8,1,1.1,0.9,26.71,0.33,0,0
11327,1,0,0,0,0,11,1.0155913,-10.846109,1,1,1.1,0.9,26.73,0.34,0,0
11328,1,0,0,0,0,11,1.0217156,-10.866494,69,1,1.1,0.9,26.73,0.34,0,0
11329,1,0,0,0,0,11,1.0323183,-7.886233,69,1,1.1,0.9,25.88,0.31,0,0
11330,2,0,0,0,0,11,1.0323183,-7.886233,13.2,1,1.1,0.9,25.88,0.31,0,0
11331,1,0,0,0,0,11,1.0323183,-7.886233,69,1,1.1,0.9,25.88,0.31,0,0
11332,2,0,0,0,0,11,1.0149611,-14.304328,69,1,1.1,0.9,27.46,0.3,0,0
11333,2,2.78,0.99,0,0,11,1.047764,-12.966146,69,1,1.1,0.9,26.4,0.15,0,0
11334,2,0,0,0,0,11,1.0375925,-12.795773,69,1,1.1,0.9,26.65,0.11,0,0
11335,1,0,0,0,0,11,1.0131191,-14.35137,69,1,1.1,0.9,27.51,0.32,0,0
11336,2,0,0,0,0,11,1.0371975,-13.755996,24,1,1.1,0.9,27.48,0.31,0,0
11337,1,0,0,0,0,11,1.0131126,-14.351932,69,1,1.1,0.9,27.51,0.32,0,0
11338,1,0,0,0,0,11,1.0499313,-17.592314,69,1,1.1,0.9,26.67,0.23,0,0
11339,2,0,0,0,0,11,1.0305251,-15.661197,13.8,1,1.1,0.9,26.54,0.25,0,0
11340,2,0,0,0,0,11,1.0176727,-14.644499,13.8,1,1.1,0.9,26.47,0.26,0,0
11341,2,0,0,0,0,11,1.0499313,-17.592314,18,1,1.1,0.9,26.67,0.23,0,0
11342,1,0,0,0,0,11,1.0498888,-17.618287,69,1,1.1,0.9,26.68,0.23,0,0
11343,1,0,0,0,0,11,1.0499313,-17.592314,69,1,1.1,0.9,26.67,0.23,0,0
11344,1,0,0,0,0,11,1.0313733,-7.844029,69,1,1.1,0.9,25.9,0.31,0,0
11345,1,0,0,0,0,11,1.0313733,-7.844029,13.8,1,1.1,0.9,25.9,0.31,0,0
11346,1,0,0,0,0,11,1.0313733,-7.844029,13.8,1,1.1,0.9,25.9,0.31,0,0
11347,1,0,0,0,0,11,1.0313733,-7.844029,1,1,1.1,0.9,25.9,0.31,0,0
11348,2,0,0,0,0,11,1.0395957,-6.814212,13.8,1,1.1,0.9,25.84,0.29,0,0
11349,1,0,0,0,0,11,1.0313668,-7.844614,69,1,1.1,0.9,25.9,0.31,0,0
11350,1,0,0,0,0,11,1.0313733,-7.844029,69,1,1.1,0.9,25.9,0.31,0,0
11351,1,0,0,0,0,11,1.0232506,-9.154226,69,1,1.1,0.9,26.38,0.33,0,0
11352,1,0,0,0,0,11,1.0232506,-9.154226,13.8,1,1.1,0.9,26.38,0.33,0,0
11353,1,0,0,0,0,11,1.0232506,-9.154226,13.8,1,1.1,0.9,26.38,0.33,0,0
11354,1,0,0,0,0,11,1.0232506,-9.154226,1,1,1.1,0.9,26.38,0.33,0,0
11355,2,0,0,0,0,11,1.0171359,-3.600541,13.8,1,1.1,0.9,26.09,0.25,0,0
11356,2,0,0,0,0,11,1.0183691,-8.239789,13.8,1,1.1,0.9,26.29,0.3,0,0
11357,2,0,0,0,0,11,1.0186632,-3.338075,13.8,1,1.1,0.9,26.08,0.25,0,0
11358,1,0,0,0,0,11,1.023235,-9.155652,69,1,1.1,0.9,26.38,0.33,0,0
11359,1,0,0,0,0,11,1.0232506,-9.154226,69,1,1.1,0.9,26.38,0.33,0,0
11360,1,0,0,0,0,11,1.0232506,-9.154226,69,1,1.1,0.9,26.38,0.33,0,0
11361,1,0,0,0,0,11,1.0318535,-7.213586,69,1,1.1,0.9,26.2,0.02,0,0
11362,2,0,0,0,0,11,1.0624597,-2.940596,18,1,1.1,0.9,26.03,-0.03,0,0
11363,2,0,0,0,0,11,1.0632753,-2.838221,18,1,1.1,0.9,26.02,-0.04,0,0
11364,1,0,0,0,0,11,1.0318457,-7.214388,69,1,1.1,0.9,26.2,0.02,0,0
11365,2,0,0,0,0,11,1.0166333,-5.048139,69,1,1.1,0.9,25.83,0.33,0,0
11366,2,0,0,0,0,11,1.0166333,-5.048139,13.2,1,1.1,0.9,25.83,0.33,0,0
11367,2,0,0,0,0,11,1.0166333,-5.048139,13.2,1,1.1,0.9,25.83,0.33,0,0
11368,1,0,0,0,0,11,1.0166333,-5.048139,1,1,1.1,0.9,25.83,0.33,0,0
11369,1,0,0,0,0,11,1.0166333,-5.048139,69,1,1.1,0.9,25.83,0.33,0,0
11370,1,0,0,0,0,11,1.0400001,3.437063,345,1,1.1,0.9,25.19,0,0,0
11371,1,0,0,0,0,11,1.0421512,0.71705,138,1,1.1,0.9,25.11,0.02,0,0
11372,2,0,0,0,0,11,1.0438919,6.708941,13.8,1,1.1,0.9,25.14,0,0,0
11373,2,0,0,0,0,11,1.0400001,3.437063,22,1,1.1,0.9,25.19,0,0,0
11374,2,0,0,0,0,11,1.0438926,7.428845,18,1,1.1,0.9,25.14,0,0,0
11375,2,0,0,0,0,11,1.044895,8.298555,13.8,1,1.1,0.9,25.09,0,0,0
11376,1,3.2,1.31,0,0,11,1.0399796,3.435362,345,1,1.1,0.9,25.19,0,0,0
11377,1,0,0,0,0,11,1.0394359,3.261947,345,1,1.1,0.9,25.24,0.01,0,0
11378,1,0,0,0,0,11,1.0420001,5.361961,345,1,1.1,0.9,24.98,0,0,0
11379,1,0,0,0,0,11,1.0367977,-0.172475,138,1,1.1,0.9,25.21,0.02,0,0
11380,2,0,0,0,0,11,1.0468319,11.298862,13.8,1,1.1,0.9,24.88,0,0,0
11381,2,0,0,0,0,11,1.046517,9.967094,24,1,1.1,0.9,24.91,0,0,0
11382,2,0,0,0,0,11,1.0464462,10.914114,18,1,1.1,0.9,24.9,0,0,0
11383,1,0,0,0,0,11,1.0384381,4.056146,345,1,1.1,0.9,25.22,0.02,0,0
11384,1,0,0,0,0,11,1.0420001,5.361961,345,1,1.1,0.9,24.98,0,0,0
11385,1,0,0,0,0,11,1.0420001,5.361961,345,1,1.1,0.9,24.98,0,0,0
11386,1,0,0,0,0,11,1.0400001,-6.832658,345,1,1.1,0.9,26.24,-0,0,0
11387,1,0,0,0,0,11,1.0459832,-10.683333,138,1,1.1,0.9,26.34,0.1,0,0
11388,1,0,0,0,0,11,1.0479979,-12.95436,69,1,1.1,0.9,26.4,0.14,0,0
11389,2,0,0,0,0,11,1.0355284,-3.789853,13.8,1,1.1,0.9,26.18,0,0,0
11390,2,0,0,0,0,11,1.0350376,-3.717101,13.8,1,1.1,0.9,26.2,0,0,0
11391,2,0,0,0,0,11,1.0360785,-4.133197,13.8,1,1.1,0.9,26.19,0,0,0
11392,2,0,0,0,0,11,1.0352926,-3.85258,22,1,1.1,0.9,26.2,0,0,0
11393,2,0,0,0,0,11,1.0368288,-4.615201,13.8,1,1.1,0.9,26.21,0,0,0
11394,1,0,0,0,0,11,1.0395872,-7.305579,345,1,1.1,0.9,26.34,-0,0,0
11395,1,0,0,0,0,11,1.045898,-10.742347,138,1,1.1,0.9,26.35,0.1,0,0
11396,2,0,0,0,0,11,1.0449355,-13.682226,69,1,1.1,0.9,26.57,0.17,0,0
11397,2,0,0,0,0,11,1.0352277,-7.514415,69,1,1.1,0.9,25.76,0.28,0,0
11398,1,0,0,0,0,11,1.0352062,-7.516089,69,1,1.1,0.9,25.76,0.28,0,0
11399,1,0,0,0,0,11,1.0352277,-7.514415,69,1,1.1,0.9,25.76,0.28,0,0
11400,1,0,0,0,0,11,1.0322431,-7.031192,69,1,1.1,0.9,26.13,0,0,0
11401,2,0,0,0,0,11,1.0207507,-6.654122,18,1,1.1,0.9,26.12,0,0,0
11402,2,0,0,0,0,11,1.0195817,-7.00592,18,1,1.1,0.9,26.13,0,0,0
11403,1,0,0,0,0,11,1.0195817,-7.00592,1,1,1.1,0.9,26.13,0,0,0
11404,1,0,0,0,0,11,1.0322317,-7.033039,69,1,1.1,0.9,26.13,0,0,0
11405,1,0,0,0,0,11,1.0238543,-14.337923,69,1,1.1,0.9,27.54,0.08,0,0
11406,2,0,0,0,0,11,1.0270456,-13.996834,20,1,1.1,0.9,27.53,0.08,0,0
11407,2,0,0,0,0,11,1.0275544,-13.950663,13.8,1,1.1,0.9,27.52,0.07,0,0
11408,1,0,0,0,0,11,1.0238389,-14.338971,69,1,1.1,0.9,27.54,0.08,0,0
11409,1,0,0,0,0,11,1.0238543,-14.337923,69,1,1.1,0.9,27.54,0.08,0,0
11410,1,0,0,0,0,11,1.0238543,-14.337923,69,1,1.1,0.9,27.54,0.08,0,0
11411,1,0,0,0,0,11,1.0238543,-14.337923,69,1,1.1,0.9,27.54,0.08,0,0
11412,2,0,0,0,0,11,1.0474295,-13.060581,69,1,1.1,0.9,26.43,0.15,0,0
11413,1,0,0,0,0,11,1.0474116,-13.06759,69,1,1.1,0.9,26.43,0.15,0,0
11414,1,0,0,0,0,11,1.0051464,-7.621945,69,1,1.1,0.9,26.39,0.24,0,0
11415,2,0,0,0,0,11,1.0051464,-7.621945,18,1,1.1,0.9,26.39,0.24,0,0
11416,1,0,0,0,0,11,1.0051464,-7.621945,69,1,1.1,0.9,26.39,0.24,0,0
11417,2,0,0,0,0,11,1.0303342,-18.465294,69,1,1.1,0.9,27.68,0.29,0,0
11418,1,0,0,0,0,11,1.0374778,-0.919879,345,1,1.1,0.9,25.57,0.1,0,0
11419,1,0,0,0,0,11,1.0380975,-2.018101,138,1,1.1,0.9,25.56,0.11,0,0
11420,1,0,0,0,0,11,1.0397997,-7.026617,69,1,1.1,0.9,25.58,0.24,0,0
11421,2,0,0,0,0,11,1.0091216,2.17863,22,1,1.1,0.9,25.51,0.07,0,0
11422,2,0,0,0,0,11,1.0072611,-0.124338,13.8,1,1.1,0.9,25.56,0.09,0,0
11423,2,0,0,0,0,11,1.0116332,0.372787,13.8,1,1.1,0.9,25.55,0.09,0,0
11424,1,0,0,0,0,11,1.0371493,-2.092815,138,1,1.1,0.9,25.57,0.12,0,0
11425,1,0,0,0,0,11,1.0380975,-2.018101,138,1,1.1,0.9,25.56,0.11,0,0
11426,1,0,0,0,0,11,1.0375233,-0.859615,345,1,1.1,0.9,25.57,0.1,0,0
11427,1,0,0,0,0,11,1.0374778,-0.919879,345,1,1.1,0.9,25.57,0.1,0,0
11428,1,0,0,0,0,11,1.0420002,-11.693226,345,1,1.1,0.9,26.88,0.01,0,0
11429,1,0,0,0,0,11,1.0452513,-14.442263,138,1,1.1,0.9,26.87,0.05,0,0
11430,1,0,0,0,0,11,1.0479312,-17.934049,69,1,1.1,0.9,26.81,0.2,0,0
11431,1,0,0,0,0,11,1.0499319,-19.234981,18,1,1.1,0.9,26.79,0.26,0,0
11432,1,0,0,0,0,11,1.0499319,-19.234981,1,1,1.1,0.9,26.79,0.26,0,0
11433,2,0,0,0,0,11,1.0523515,-8.030045,18,1,1.1,0.9,26.83,0,0,0
11434,2,0,0,0,0,11,1.0542367,-7.20894,13.8,1,1.1,0.9,26.81,0,0,0
11435,1,0,0,0,0,11,1.042488,-14.725384,138,1,1.1,0.9,26.92,0.07,0,0
11436,1,0,0,0,0,11,1.0452513,-14.442263,138,1,1.1,0.9,26.87,0.05,0,0
11437,1,0,0,0,0,11,1.055,3.853544,345,1,1.1,0.9,24.99,0,0,0
11438,1,0,0,0,0,11,1.0341519,1.610069,138,1,1.1,0.9,24.95,0.08,0,0
11439,1,0,0,0,0,11,1.0323179,-1.921311,69,1,1.1,0.9,24.9,0.21,0,0
11440,2,0,0,0,0,11,0.9858541,6.558107,13.8,1,1.1,0.9,24.95,0,0,0
11441,2,0,0,0,0,11,0.9847297,5.868893,24,1,1.1,0.9,24.97,0,0,0
11442,2,0,0,0,0,11,0.987437,8.136244,13.8,1,1.1,0.9,24.92,0,0,0
11443,2,0,0,0,0,11,0.987331,6.228181,20,1,1.1,0.9,24.96,0,0,0
11444,2,0,0,0,0,11,0.9871242,6.136218,13.8,1,1.1,0.9,24.96,0,0,0
11445,2,0,0,0,0,11,0.9867214,5.826149,13.8,1,1.1,0.9,24.95,0,0,0
11446,2,0,0,0,0,11,0.9880744,6.610291,13.8,1,1.1,0.9,24.95,0,0,0
11447,2,0,0,0,0,11,0.9874227,6.267477,13.8,1,1.1,0.9,24.96,0,0,0
11448,1,0,0,0,0,11,1.0334557,1.42556,138,1,1.1,0.9,24.99,0.08,0,0
11449,1,0,0,0,0,11,1.0528893,3.521303,345,1,1.1,0.9,25.07,0.02,0,0
11450,1,0,0,0,0,11,1.0341519,1.610069,138,1,1.1,0.9,24.95,0.08,0,0
11451,1,0,0,0,0,11,1.0298793,-10.500986,69,1,1.1,0.9,26.69,0.12,0,0
11452,2,0,0,0,0,11,1.0015584,-9.373865,18,1,1.1,0.9,26.61,0.09,0,0
11453,2,0,0,0,0,11,0.9998521,-9.568833,13.8,1,1.1,0.9,26.63,0.1,0,0
11454,1,0,0,0,0,11,1.0297834,-10.508781,69,1,1.1,0.9,26.69,0.12,0,0
11455,1,0,0,0,0,11,1.0298793,-10.500986,69,1,1.1,0.9,26.69,0.12,0,0
11456,1,0,0,0,0,11,1.008407,-10.57419,69,1,1.1,0.9,26.8,0.53,0,0
11457,2,0,0,0,0,11,1.013849,-10.026821,13.8,1,1.1,0.9,26.77,0.51,0,0
11458,1,0,0,0,0,11,1.0083833,-10.575785,69,1,1.1,0.9,26.8,0.53,0,0
11459,2,0,0,0,0,11,1.036,-0.219135,138,1,1.1,0.9,25.23,0,0,0
11460,1,0,0,0,0,11,1.0131811,-6.228515,69,1,1.1,0.9,25.74,0.25,0,0
11461,1,0,0,0,0,11,1.0016399,-12.829968,13.2,1,1.1,0.9,26.35,0.4,0,0
11462,1,0,0,0,0,11,1.0016399,-12.829968,1,1,1.1,0.9,26.35,0.4,0,0
11463,1,0,0,0,0,11,1.0358258,-0.2827,138,1,1.1,0.9,25.24,0.01,0,0
11464,1,0,0,0,0,11,1.036,-0.219135,138,1,1.1,0.9,25.23,0,0,0
11465,1,0,0,0,0,11,1.0410001,3.862201,345,1,1.1,0.9,25.21,0.01,0,0
11466,1,0,0,0,0,11,1.0437704,-0.119112,138,1,1.1,0.9,25.16,0.11,0,0
11467,2,0,0,0,0,11,1.0410001,3.862201,13.8,1,1.1,0.9,25.21,0.01,0,0
11468,2,0,0,0,0,11,1.0484794,6.66505,20,1,1.1,0.9,25.15,0,0,0
11469,2,0,0,0,0,11,1.0522223,9.181695,13.8,1,1.1,0.9,25.13,0,0,0
11470,2,0,0,0,0,11,1.0486385,7.003676,13.8,1,1.1,0.9,25.17,0,0,0
11471,1,0,0,0,0,11,0.9976296,-7.657849,69,1,1.1,0.9,26.5,0.35,0,0
11472,2,0,0,0,0,11,1.013454,-7.549942,18,1,1.1,0.9,26.5,0.34,0,0
11473,2,0,0,0,0,11,0.9976296,-7.657849,13.8,1,1.1,0.9,26.5,0.35,0,0
11474,2,0,0,0,0,11,0.9976296,-7.657849,18,1,1.1,0.9,26.5,0.35,0,0
11475,1,0,0,0,0,11,0.9976181,-7.658063,69,1,1.1,0.9,26.5,0.35,0,0
11476,1,0,0,0,0,11,0.9976296,-7.657849,69,1,1.1,0.9,26.5,0.35,0,0
11477,1,0,0,0,0,11,0.9976296,-7.657849,69,1,1.1,0.9,26.5,0.35,0,0
11478,1,0,0,0,0,11,1.0290314,-6.311324,69,1,1.1,0.9,25.92,0.21,0,0
11479,2,0,0,0,0,11,1.0419054,-5.746159,13.8,1,1.1,0.9,25.89,0.21,0,0
11480,2,0,0,0,0,11,1.0290314,-6.311324,13.8,1,1.1,0.9,25.92,0.21,0,0
11481,2,0,0,0,0,11,1.0420778,-5.854397,18,1,1.1,0.9,25.89,0.21,0,0
11482,1,0,0,0,0,11,1.0290273,-6.313174,69,1,1.1,0.9,25.92,0.21,0,0
11483,1,0,0,0,0,11,1.0290314,-6.311324,69,1,1.1,0.9,25.92,0.21,0,0
11484,1,0,0,0,0,11,1.0290314,-6.311324,69,1,1.1,0.9,25.92,0.21,0,0
11485,2,0,0,0,0,11,1.005054,-7.122784,69,1,1.1,0.9,26.22,0.29,0,0
11486,1,0,0,0,0,11,1.0049759,-7.127824,69,1,1.1,0.9,26.22,0.29,0,0
11487,2,0,0,0,0,11,1.0315356,-6.637924,69,1,1.1,0.9,26.01,0.08,0,0
11488,1,0,0,0,0,11,1.0315198,-6.638358,69,1,1.1,0.9,26.01,0.08,0,0
11489,1,0,0,0,0,11,1.0480001,-8.20376,345,1,1.1,0.9,26.35,0.01,0,0
11490,1,0,0,0,0,11,1.0438964,-11.316289,138,1,1.1,0.9,26.42,0.08,0,0
11491,2,0,0,0,0,11,1.0051029,-5.390023,13.8,1,1.1,0.9,26.31,0,0,0
11492,2,0,0,0,0,11,1.0069603,-6.05027,18,1,1.1,0.9,26.32,0,0,0
11493,2,0,0,0,0,11,1.0044889,-5.526327,18,1,1.1,0.9,26.3,0,0,0
11494,2,0,0,0,0,11,1.0056128,-6.24971,13.8,1,1.1,0.9,26.32,0,0,0
11495,2,0,0,0,0,11,1.0035091,-4.728534,18,1,1.1,0.9,26.29,0,0,0
11496,2,0,0,0,0,11,1.00471,-5.471509,13.8,1,1.1,0.9,26.31,0,0,0
11497,1,0,0,0,0,11,1.0440241,-8.494188,345,1,1.1,0.9,26.42,0.02,0,0
11498,1,0,0,0,0,11,1.0480001,-8.20376,345,1,1.1,0.9,26.35,0.01,0,0
11499,2,0,0,0,0,11,1.0346748,-14.566963,69,1,1.1,0.9,27.37,-0.01,0,0
13001,1,37.5,11.04,0,0,13,1.0278961,-94.850372,100,1,1.1,0.9,34.89,0.18,0,0
13002,1,0,0,0,0,13,1.0340659,-93.06517,230,1,1.1,0.9,34.88,0.07,0,0
13003,1,0,0,0,0,13,1.0433658,-97.337101,100,1,1.1,0.9,35.19,0.1,0,0
13004,1,72.49,7.79,0,0,13,1.0338144,-93.110473,230,1,1.1,0.9,34.89,0.07,0,0
13005,1,72.49,20.68,0,0,13,1.0416568,-97.418535,100,1,1.1,0.9,35.22,0.11,0,0
13006,1,0,0,0,0,13,1.0215064,-93.26045,230,1,1.1,0.9,34.99,0.17,0,0
13007,1,54.41,25.25,0,0,13,1.0377545,-97.751561,100,1,1.1,0.9,35.3,0.04,0,0
13008,1,0,0,0,0,13,1.0229492,-93.211617,230,1,1.1,0.9,34.97,0.15,0,0
13009,1,0,0,0,0,13,1.0215064,-93.26045,230,1,1.1,0.9,34.99,0.17,0,0
13010,1,54.41,18.05,0,0,13,1.0280711,-96.729494,100,1,1.1,0.9,35.16,0.25,0,0
13011,1,35.12,12.69,0,0,13,1.021965,-96.999916,100,1,1.1,0.9,35.51,0.33,0,0
13012,1,57.07,38.25,0,0,13,1.0148406,-97.95916,100,1,1.1,0.9,35.54,0.37,0,0
13013,1,0,0,0,0,13,1.0328508,-95.387849,100,1,1.1,0.9,34.96,0.25,0,0
13014,1,52.54,19.41,0,0,13,1.0325087,-95.418271,100,1,1.1,0.9,34.97,0.25,0,0
13015,1,28.55,16.51,0,0,13,1.0346584,-97.498571,100,1,1.1,0.9,35.37,0.18,0,0
13016,1,0,0,0,0,13,1.0348864,-97.484614,100,1,1.1,0.9,35.37,0.18,0,0
13017,1,0,0,0,0,13,1.0415595,-96.312023,100,1,1.1,0.9,35.09,0.07,0,0
13018,1,54.27,8.28,0,0,13,1.0413475,-96.341549,100,1,1.1,0.9,35.1,0.07,0,0
13019,1,0,0,0,0,13,1.041772,-96.280767,100,1,1.1,0.9,35.08,0.07,0,0
13020,1,45.67,15.2,0,0,13,1.0452527,-97.408778,100,1,1.1,0.9,35.18,0.05,0,0
13021,1,0,0,0,0,13,1.0455138,-97.386701,100,1,1.1,0.9,35.17,0.05,0,0
13022,1,26.92,12.01,0,0,13,1.024771,-97.491186,100,1,1.1,0.9,35.38,0.26,0,0
13023,1,0,0,0,0,13,1.0319764,-97.77961,100,1,1.1,0.9,35.34,0.14,0,0
13024,1,31.11,2.56,0,0,13,1.0318793,-97.799092,100,1,1.1,0.9,35.34,0.14,0,0
13025,1,31.11,10.44,0,0,13,1.0453874,-96.852337,100,1,1.1,0.9,35.1,0.09,0,0
13026,1,0,0,0,0,13,1.0365612,-96.844497,100,1,1.1,0.9,35.29,0.18,0,0
13027,1,52.04,14.7,0,0,13,1.0363161,-96.870674,100,1,1.1,0.9,35.29,0.18,0,0
13028,1,41.34,7.16,0,0,13,1.035733,-97.859041,100,1,1.1,0.9,35.36,0.09,0,0
13029,1,41.34,25.51,0,0,13,1.0407247,-97.481224,100,1,1.1,0.9,35.23,0.12,0,0
13030,1,0,0,0,0,13,1.041087,-97.458894,100,1,1.1,0.9,35.22,0.12,0,0
13031,1,0,0,0,0,13,1.0414246,-97.525509,100,1,1.1,0.9,35.24,0.11,0,0
13032,1,32.57,3.68,0,0,13,1.0413108,-97.543242,100,1,1.1,0.9,35.25,0.11,0,0
13033,1,0,0,0,0,13,1.0415431,-97.505912,100,1,1.1,0.9,35.24,0.11,0,0
13034,1,32.57,2.83,0,0,13,1.0355414,-97.312936,100,1,1.1,0.9,35.27,0.17,0,0
